subject ID,age,gender,handedness,placebo,question ID,questionnaire ID,condition,value
321,123,Female,Right handed,1,0,,Mood,0.7842749
321,123,Female,Right handed,1,1,,Mood,0.3707867
321,123,Female,Right handed,1,2,,Mood,0.3902589
subject ID,age,gender,handedness,placebo,question ID,questionnaire ID,condition,value
321,123,Female,Right handed,1,0,0,VR pre,0.2963284
321,123,Female,Right handed,1,0,1,VR pre,0.3713242
321,123,Female,Right handed,1,0,2,VR pre,0.4193209
321,123,Female,Right handed,1,0,3,VR pre,0.3068354
321,123,Female,Right handed,1,0,0,VR post,0.3353696
subject ID,age,gender,handedness,placebo,question ID,questionnaire ID,condition,value
321,123,Female,Right handed,1,0,,Mood,0.8052726
321,123,Female,Right handed,1,1,,Mood,0.679176
321,123,Female,Right handed,1,2,,Mood,0.6537711
subject ID,age,gender,handedness,placebo,question ID,questionnaire ID,condition,value
321,123,Female,Right handed,1,0,0,VR pre,0.7449824
321,123,Female,Right handed,1,0,1,VR pre,0.5887637
321,123,Female,Right handed,1,0,2,VR pre,0.3964196
321,123,Female,Right handed,1,0,3,VR pre,0.2889205
321,123,Female,Right handed,1,0,0,VR post,0.4421709
321,123,Female,Right handed,1,0,1,VR post,0.4016711
321,123,Female,Right handed,1,0,2,VR post,0.3912414
321,123,Female,Right handed,1,0,3,VR post,0.3470341
321,123,Female,Right handed,1,0,4,VR post,0.5858514
321,123,Female,Right handed,1,1,4,VR post,0.5563921
321,123,Female,Right handed,1,2,4,VR post,0.5682893
321,123,Female,Right handed,1,3,4,VR post,0.5506611
321,123,Female,Right handed,1,4,4,VR post,0.5701669
321,123,Female,Right handed,1,5,4,VR post,0.5570589
321,123,Female,Right handed,1,6,4,VR post,0.5589468
321,123,Female,Right handed,1,7,4,VR post,0.5536801
subject ID,age,gender,handedness,placebo,question ID,questionnaire ID,condition,value
